players,nation,name,full_names,r1,r2
Choudry Share Ali,Sweden,Choudry Share Ali,0,C Share,0
Waqas Haider,Sweden,Waqas Haider,0,W Haider,0
S Devata,Sweden,Sai Devata,0,S Devata,0
M Alugunoolla,Sweden,Meghana Alugunoolla,0,M Alugunoolla,0
Rahel Khan,Sweden,Rahel Khan,0,R Khan,0
Zaker Taqawi,Sweden,Zaker Taqawi,0,Z Taqawi,0
R Gowthaman,Sweden,Rahul Gowthaman,0,R Gowthaman,0
Humayun Kabir,Sweden,Humayun Kabir,0,H Kabir,0
Kanchan Rana,Sweden,Kanchan Rana,This is a list of Sweden women Twenty20 International cricketers. A Women's Twenty20 International,K Rana,TialoSwTIcAWT International
Abu Zar,Sweden,Abu Zar,0,A Zar,0
E Thelander,Sweden,Elsa Thelander,0,E Thelander,0
O Gholami,Sweden,Oktai Gholami,0,O Gholami,0
Maria Ahsan,Sweden,Maria Ahsan,This is a list of Sweden women Twenty20 International cricketers. A Women's Twenty20 International,M Ahsan,TialoSwTIcAWT International
E Bogdanova,Sweden,Ekaterina Bogdanova,This is a list of Sweden women Twenty20 International cricketers. A Women's Twenty20 International,E Bogdanova,TialoSwTIcAWT International
Azam Khalil,Sweden,Azam Khalil,0,A Khalil,0
Hassan Mehmood,Sweden,Hassan Mehmood,0,H Mehmood,0
Qudratullah Mir Afzail,Sweden,Qudratullah Mir Afzail,0,Q Mir,0
Saeed Ahmed,Sweden,Saeed Ahmed,Bilal,S Ahmed,Bilal
Dipanjan Dey,Sweden,Dipanjan Dey,0,D Dey,0
Tasaduq Hussain,Sweden,Tasaduq Hussain,0,T Hussain,0
Prashant Shukla,Sweden,Prashant Shukla,0,P Shukla,0
Abdul Naser Baluch,Sweden,Abdul Naser Baluch,0,A Naser,0
Hamid Mahmood,Sweden,Hamid Mahmood,0,H Mahmood,0
D Gangwani,Sweden,Dia Gangwani,0,D Gangwani,0
Abhilasha Singh,Sweden,Abhilasha Singh,This is a list of Sweden women Twenty20 International cricketers. A Women's Twenty20 International,A Singh,TialoSwTIcAWT International
A Venkatesh,Sweden,Abhijit Venkatesh,0,A Venkatesh,0
Umar Nawaz,Sweden,Umar Nawaz,0,U Nawaz,0
A Vaidya,Sweden,Anya Vaidya,0,A Vaidya,0
W Boshoff,Sweden,Wynand Boshoff,0,W Boshoff,0
T Zilfidou,Sweden,Tzoulietta Zilfidou,This is a list of Sweden women Twenty20 International cricketers. A Women's Twenty20 International,T Zilfidou,TialoSwTIcAWT International
Eman Asim,Sweden,Eman Asim,0,E Asim,0
F Choudary,Sweden,Faseeh Choudary,0,F Choudary,0
G Shukla,Sweden,Gunjan Shukla,0,G Shukla,0
N Kayani,Sweden,Neeha Kayani,0,N Kayani,0
Ankit Dubey,Sweden,Ankit Dubey,0,A Dubey,0
Shahzeb Choudhry,Sweden,Shahzeb Choudhry,0,S Choudhry,0
H Chamto,Sweden,Hareer Chamto,0,H Chamto,0
Lemar Momand,Sweden,Lemar Momand,0,L Momand,0
S Bhanushali,Sweden,Saanvi Bhanushali,0,S Bhanushali,0
A Sarma,Germany,Amith Sarma,Amith Sarma,A Sarma,Amith Sarma
AM Healey,Germany,Anna Healey,Anna Margarete Healey,A Healey,AM Healey
Azmat Ali,Germany,Azmat Ali,0,A Ali,0
Ahmadschah Ahmadzai,Germany,Ahmadschah Ahmadzai,0,A Ahmadzai,0
Mudassar Muhammad,Germany,Mudassar Muhammad,Mudassar Muhammad,M Muhammad,Mudassar Muhammad
A Doddaballapur,Germany,Anuradha Doddaballapur,Anuradha Doddaballapur,A Doddaballapur,Anuradha Doddaballapur
S Mannan,Germany,Sharmaine Mannan,0,S Mannan,0
M Montgomery,Germany,Matt Montgomery,Matthew Montgomery,M Montgomery,Matthew Montgomery
R Pillai,Germany,Rishi Pillai,Rishi Pillai,R Pillai,Rishi Pillai
Ahmed Wardak,Germany,Ahmed Wardak,Ahmed Hamid Wardak,A Wardak,AH Wardak
Shoaib Khan,Germany,Shoaib Khan,Mohammad Younis Khan PP SI,S Khan,MYKP SI
A Kohli,Germany,Asmita Kohli,0,A Kohli,0
W Hornero-Garcia,Germany,Wilhelmina Hornero-Garcia,0,W Hornero-Garcia,0
MJ Richardson,Germany,Michael Richardson,Michael John Richardson,M Richardson,MJ Richardson
V Stolle,Germany,Verena Stolle,0,V Stolle,0
Faisal Mubashir,Germany,Faisal Mubashir,Faisal Bin Mubashir,F Mubashir,FB Mubashir
K Vijayaraghavan,Germany,Karthika Vijayaraghavan,Karthika Vijayaraghavan,K Vijayaraghavan,Karthika Vijayaraghavan
W Behr,Germany,Walter Behr,0,W Behr,0
Amir Mangal,Germany,Amir Mangal,Amir Mangal,A Mangal,Amir Mangal
Talha Khan,Germany,Talha Khan,0,T Khan,0
H Srinivasan,Germany,Harish Srinivasan,0,H Srinivasan,0
Asad Mohammad,Germany,Asad Mohammad,Asad Mohammad,A Mohammad,Asad Mohammad
Rameesha Shahid,Germany,Rameesha Shahid,0,R Shahid,0
Sajid Liaqat,Germany,Sajid Liaqat,Sajid Liaqat,S Liaqat,Sajid Liaqat
V Aritharan,Germany,Vaseekaran Aritharan,0,V Aritharan,0
H Singh,Germany,Harmanjot Singh,Harmanjot Singh,H Singh,Harmanjot Singh
Shahid Afridi,Germany,Shahid Afridi,0,S Afridi,0
J Broad,Germany,Justin Broad,Justin Broad,J Broad,Justin Broad
JE Ronalds,Germany,Janet Ronalds,Janet Elizabeth Ronalds,J Ronalds,JE Ronalds
Zahid Zadran,Germany,Zahid Zadran,0,Z Zadran,0
DA Blignaut,Germany,Dylan Blignaut,Dylan Alexander Blignaut,D Blignaut,DA Blignaut
Ghulam Ahmadi,Germany,Ghulam Ahmadi,0,G Ahmadi,0
Sahir Naqash,Germany,Sahir Naqash,Sahir Naqash,S Naqash,Sahir Naqash
Fayaz Khan,Germany,Fayaz Khan,0,F Khan,0
Abdul Stanikzai,Germany,Abdul Stanikzai,0,A Stanikzai,0
A Meyenborg,Germany,Antonia Meyenborg,0,A Meyenborg,0
Abdul Bashir,Germany,Abdul Bashir,Bashir or Basheer or the francicized Bachir or Bechir,A Bashir,BoBotfBo Bechir
A Bierwisch,Germany,Anne Bierwisch,Anne Bierwisch,A Bierwisch,Anne Bierwisch
V Ganesan,Germany,Venkatraman Ganesan,Venkatraman Ganesan,V Ganesan,Venkatraman Ganesan
ST Frohnmayer,Germany,Stephanie Frohnmayer,Stephanie Teresa Frohnmayer,S Frohnmayer,ST Frohnmayer
Muslim Yar,Germany,Muslim Yar,Muslim Yar,M Yar,Muslim Yar
Nooruddin Mujadady,Germany,Nooruddin Mujadady,0,N Mujadady,0
Sachin Mandy,Germany,Sachin Mandy,0,S Mandy,0
Husnain Kabeer,Germany,Husnain Kabeer,0,H Kabeer,0
Israr Khan,Germany,Israr Khan,0,I Khan,0
S Sadarangani,Germany,Sharanya Sadarangani,"Sharanya ""Sharu"" Sadarangani",S Sadarangani,"S"" Sadarangani"
Izatullah Dawlatzai,Germany,Izatullah Dawlatzai,Izatullah Dawlatzai,I Dawlatzai,Izatullah Dawlatzai
EC Bargna,Germany,Emma Bargna,Emma Catherine Bargna,E Bargna,EC Bargna
CAJ Meschede,Germany,Craig Meschede,Craig Anthony Joseph Meschede,C Meschede,CAJ Meschede
CM Gough,Germany,Christina Gough,Christina Maria Gough,C Gough,CM Gough
S Kolcharam,Germany,Shravya Kolcharam,0,S Kolcharam,0
S Meyenborg,Germany,Selina Meyenborg,0,S Meyenborg,0
D Weston,Germany,Daniel Weston,Daniel Weston,D Weston,Daniel Weston
D Klein,Germany,Dieter Klein,Dieter Klein,D Klein,Dieter Klein
Pan Ei Phyu,Myanmar,Pan Ei Phyu,0,P Ei,0
Thae Thae Po,Myanmar,Thae Thae Po,0,T Thae,0
San Nyo Htwe,Myanmar,San Nyo Htwe,0,S Nyo,0
Zon Lin,Myanmar,Zon Lin,0,Z Lin,0
T Kalosin,Vanuatu,Tina Kalosin,0,T Kalosin,0
G Mangau,Vanuatu,Godfrey Mangau,0,G Mangau,0
M Kenni,Vanuatu,Merielle Kenni,0,M Kenni,0
J Vira,Vanuatu,Jamal Vira,Jamal Vira,J Vira,Jamal Vira
T Langa,Vanuatu,Trevor Langa,Trevor Langa,T Langa,Trevor Langa
M Tarimiala,Vanuatu,Mahina Tarimiala,0,M Tarimiala,0
V Tari,Vanuatu,Valentina Tari,0,V Tari,0
M Carlot,Vanuatu,Maiyllise Carlot,0,M Carlot,0
R Ova,Vanuatu,Rayline Ova,0,R Ova,0
L Chilia,Vanuatu,Leimauri Chilia,0,L Chilia,0
R Tari,Vanuatu,Ronald Tari,Ronald Tari,R Tari,Ronald Tari
A Mansale,Vanuatu,Andrew Mansale,Andrew Mansale,A Mansale,Andrew Mansale
W Viraliliu,Vanuatu,Wesley Viraliliu,Wesley Viraliliu,W Viraliliu,Wesley Viraliliu
V Langiatu,Vanuatu,Valenta Langiatu,0,V Langiatu,0
G Kaltongga,Vanuatu,Gilmour Kaltongga,Gilmour Kaltongga,G Kaltongga,Gilmour Kaltongga
SH Obed,Vanuatu,Simpson Obed,Simpson Hopeman Obed,S Obed,SH Obed
N Nipiko,Vanuatu,Nalin Nipiko,Nalin Nipiko,N Nipiko,Nalin Nipiko
D Wotu,Vanuatu,Darren Wotu,0,D Wotu,0
L Tastuki,Vanuatu,Leimara Tastuki,0,L Tastuki,0
PK Matautaava,Vanuatu,Patrick Matautaava,Patrick Kaltaneaki Matautaava,P Matautaava,PK Matautaava
R Andrew,Vanuatu,Rachel Andrew,0,R Andrew,0
C Tommy,Vanuatu,Clement Tommy,Clement Tommy,C Tommy,Clement Tommy
CC Blake,Vanuatu,Callum Blake,Callum Charles Blake,C Blake,CC Blake
AL Stephen,Vanuatu,Apolinaire Stephen,Apolinaire Liplip Stephen,A Stephen,AL Stephen
A Chilia,Vanuatu,Alvina Chilia,0,A Chilia,0
ZK Shem,Vanuatu,Zechariah Shem,Zechariah Kalo Shem,Z Shem,ZK Shem
L Enoch,Vanuatu,Lizzing Enoch,0,L Enoch,0
W Nalisa,Vanuatu,Williamsing Nalisa,Williamsing Nalisa,W Nalisa,Williamsing Nalisa
V Mansale,Vanuatu,Vicky Mansale,0,V Mansale,0
S Solman,Vanuatu,Selina Solman,Selina Solman,S Solman,Selina Solman
J Dunn,Vanuatu,Jonathon Dunn,Jonathon Dunn,J Dunn,Jonathon Dunn
W Wotu,Vanuatu,Womejo Wotu,0,W Wotu,0
Obed Yosef,Vanuatu,Obed Yosef,0,O Yosef,0
V Vira,Vanuatu,Vanessa Vira,0,V Vira,0
J Rasu,Vanuatu,Joshua Rasu,Joshua Rasu,J Rasu,Joshua Rasu
N Navaika,Vanuatu,Nasimana Navaika,0,N Navaika,0
M Mete,Vanuatu,Marcelina Mete,0,M Mete,0
J Chilia,Vanuatu,Jelany Chilia,Jelany Chilia,J Chilia,Jelany Chilia
Al Sahariar,Bangladesh,Al Sahariar,Mohammad Al-Sahariar,A Sahariar,Mohammad Al-Sahariar
Shakib Al Hasan,Bangladesh,Shakib Al Hasan,Khondaker Sakib Al-Hassan,S Al,KS Al-Hassan
Talha Jubair,Bangladesh,Talha Jubair,Talha Jubair,T Jubair,Talha Jubair
Parvez Hossain Emon,Bangladesh,Parvez Hossain Emon,Mohammad Parvez Hossain Emon,P Hossain,MPH Emon
Kamrul Islam Rabbi,Bangladesh,Kamrul Islam,Kamrul Islam Rabbi,K Islam,KI Rabbi
Ariful Haque,Bangladesh,Ariful Haque,Ariful Haque,A Haque,Ariful Haque
Shahriar Hossain,Bangladesh,Shahriar Hossain,Shahriar Hossain,S Hossain,Shahriar Hossain
Anwar Hossain Monir,Bangladesh,Anwar Hossain Monir,Mohammad Anwar Hossain,A Hossain,MA Hossain
Khaled Mahmud,Bangladesh,Khaled Mahmud,Khaled Mahmud Sujon,K Mahmud,KM Sujon
Afif Hossain,Bangladesh,Afif Hossain,Afif Hossain Dhrubo,A Hossain,AH Dhrubo
Tapash Baisya,Bangladesh,Tapash Baisya,Tapash Baisya,T Baisya,Tapash Baisya
Nazmul Hossain,Bangladesh,Nazmul Hossain,Mohammad Nazmul Hossain,N Hossain,MN Hossain
Soumya Sarkar,Bangladesh,Soumya Sarkar,Soumya Sarkar,S Sarkar,Soumya Sarkar
Mahedi Hasan,Bangladesh,Mahedi Hasan,Sheikh Mahedi Hasan,M Hasan,SM Hasan
Mustafizur Rahman,Bangladesh,Mustafizur Rahman,Mustafizur Rahman,M Rahman,Mustafizur Rahman
Nafees Iqbal,Bangladesh,Nafees Iqbal,Mohammad Nafees Iqbal Khan,N Iqbal,MNI Khan
Alok Kapali,Bangladesh,Alok Kapali,Alok Kapali,A Kapali,Alok Kapali
Suhrawadi Shuvo,Bangladesh,Suhrawadi Shuvo,Mohammad Sohrawordi Shuvo,S Shuvo,MS Shuvo
Tanvir Islam,Bangladesh,Tanvir Islam,Tanvir Islam,T Islam,Tanvir Islam
Mohammad Ashraful,Bangladesh,Mohammad Ashraful,Mohammad Ashraful,M Ashraful,Mohammad Ashraful
Jamaluddin Ahmed,Bangladesh,Jamaluddin Ahmed,Jamaluddin Ahmed,J Ahmed,Jamaluddin Ahmed
Tushar Imran,Bangladesh,Tushar Imran,Sheikh Tushar Imran,T Imran,ST Imran
Ehsanul Haque,Bangladesh,Ehsanul Haque,Ehsanul Haque,E Haque,Ehsanul Haque
Jaker Ali,Bangladesh,Jaker Ali,Jaker Ali,J Ali,Jaker Ali
Saif Hassan,Bangladesh,Saif Hassan,Mohammad Saif Hassan,S Hassan,MS Hassan
Farhad Reza,Bangladesh,Farhad Reza,Farhad Reza,F Reza,Farhad Reza
Mosharraf Hossain,Bangladesh,Mosharraf Hossain,Khondaker Mosharraf Hossain,M Hossain,KM Hossain
Taijul Islam,Bangladesh,Taijul Islam,Taijul Islam,T Islam,Taijul Islam
Nayeem Hasan,Bangladesh,Nayeem Hasan,Mohammad Nayeem Hasan,N Hasan,MN Hasan
Raqibul Hasan,Bangladesh,Raqibul Hasan,ASM Raqibul Hasan,R Hasan,AR Hasan
Al-Amin Hossain,Bangladesh,Al-Amin Hossain,Al-Amin Hossain,A Hossain,Al-Amin Hossain
Hasan Murad,Bangladesh,Hasan Murad,Hasan Murad,H Murad,Hasan Murad
Nazmul Islam,Bangladesh,Nazmul Islam,Mohammad Nazmul Islam,N Islam,MN Islam
R Mondol,Bangladesh,Ripon Mondol,Ripon Mondol,R Mondol,Ripon Mondol
Mohammad Rafique,Bangladesh,Mohammad Rafique,Mohammed Rafique,M Rafique,Mohammed Rafique
Taskin Ahmed,Bangladesh,Taskin Ahmed,Taskin Ahmed Tazim,T Ahmed,TA Tazim
Khaled Ahmed,Bangladesh,Khaled Ahmed,Syed Khaled Ahmed,K Ahmed,SK Ahmed
Mashrafe Mortaza,Bangladesh,Mashrafe Mortaza,Mashrafe Bin Mortaza,M Mortaza,MB Mortaza
Mohammad Shahid,Bangladesh,Mohammad Shahid,Mohammad Shahid,M Shahid,Mohammad Shahid
Rakibul Hasan,Bangladesh,Rakibul Hasan,Rakibul Hasan,R Hasan,Rakibul Hasan
Tanbir Hayder,Bangladesh,Tanbir Hayder,Tanbir Hayder Khan,T Hayder,TH Khan
Shamsur Rahman,Bangladesh,Shamsur Rahman,Mohammad Shamsur Rahman,S Rahman,MS Rahman
Munim Shahriar,Bangladesh,Munim Shahriar,Munim Shahriar,M Shahriar,Munim Shahriar
Saqlain Sajib,Bangladesh,Saqlain Sajib,Saqlain Sajib,S Sajib,Saqlain Sajib
Jahurul Islam,Bangladesh,Jahurul Islam,Mohammad Jahurul Islam Omi,J Islam,MJI Omi
Rubel Hossain,Bangladesh,Rubel Hossain,Mohammad Rubel Hossain,R Hossain,MR Hossain
Imrul Kayes,Bangladesh,Imrul Kayes,Imrul Kayes,I Kayes,Imrul Kayes
Robiul Islam,Bangladesh,Robiul Islam,Robiul Islam,R Islam,Robiul Islam
Tamim Iqbal,Bangladesh,Tamim Iqbal,Tamim Iqbal Khan,T Iqbal,TI Khan
Arafat Sunny,Bangladesh,Arafat Sunny,Arafat Sunny,A Sunny,Arafat Sunny
Rishad Hossain,Bangladesh,Rishad Hossain,Rishad Hossain,R Hossain,Rishad Hossain
Hasan Mahmud,Bangladesh,Hasan Mahmud,Hasan Mahmud,H Mahmud,Hasan Mahmud
Manjural Islam Rana,Bangladesh,Manjural Islam Rana,Manjural Islam Rana,M Islam,MI Rana
Abdur Razzak,Bangladesh,Abdur Razzak,0,A Razzak,0
Sabbir Rahman,Bangladesh,Sabbir Rahman,Mohammad Sabbir Rahman,S Rahman,MS Rahman
Sumon Khan,Bangladesh,Sumon Khan,Sumon Khan,S Khan,Sumon Khan
Mohammad Naim,Bangladesh,Mohammad Naim,Mohammad Naim Sheikh,M Naim,MN Sheikh
Nadif Chowdhury,Bangladesh,Nadif Chowdhury,Nadif Chowdhury,N Chowdhury,Nadif Chowdhury
Shahadat Hossain,Bangladesh,Shahadat Hossain,Shahadat Hossain,S Hossain,Shahadat Hossain
Anamul Haque,Bangladesh,Anamul Haque,Mohammad Anamul Haque Bijoy,A Haque,MAH Bijoy
Hasibul Hossain,Bangladesh,Hasibul Hossain,Mohammad Hasibul Hossain,H Hossain,MH Hossain
Rajin Saleh,Bangladesh,Rajin Saleh,Khondokar Mohammad Rajin Saleh Alam,R Saleh,KMRS Alam
Mushfiqur Rahim,Bangladesh,Mushfiqur Rahim,Mushfiqur Rahim,M Rahim,Mushfiqur Rahim
Syed Rasel,Bangladesh,Syed Rasel,Syed Rasel,S Rasel,Syed Rasel
Marshall Ayub,Bangladesh,Marshall Ayub,Marshall Ayub,M Ayub,Marshall Ayub
Muktar Ali,Bangladesh,Muktar Ali,Muktar Ali,M Ali,Muktar Ali
Sohag Gazi,Bangladesh,Sohag Gazi,Sohag Gazi,S Gazi,Sohag Gazi
Sanwar Hossain,Bangladesh,Sanwar Hossain,Mohammad Sanwar Hossain,S Hossain,MS Hossain
Towhid Hridoy,Bangladesh,Towhid Hridoy,Towhid Hridoy,T Hridoy,Towhid Hridoy
Hannan Sarkar,Bangladesh,Hannan Sarkar,Hannan Sarkar,H Sarkar,Hannan Sarkar
Sunzamul Islam,Bangladesh,Sunzamul Islam,Sunzamul Islam,S Islam,Sunzamul Islam
Mohammad Saifuddin,Bangladesh,Mohammad Saifuddin,Mohammad Saifuddin,M Saifuddin,Mohammad Saifuddin
Shadman Islam,Bangladesh,Shadman Islam,Shadman Islam Anik,S Islam,SI Anik
Mushfiqur Rahman,Bangladesh,Mushfiqur Rahman,Mushfiqur Rahman,M Rahman,Mushfiqur Rahman
Shuvagata Hom,Bangladesh,Shuvagata Hom,Shuvagata Hom Chowdhury,S Hom,SH Chowdhury
Dhiman Ghosh,Bangladesh,Dhiman Ghosh,Dhiman Ghosh,D Ghosh,Dhiman Ghosh
Abu Jayed,Bangladesh,Abu Jayed,Abu Jayed Chowdhury Rahi,A Jayed,AJC Rahi
Fazle Mahmud,Bangladesh,Fazle Mahmud,Fazle Mahmud Rabbi,F Mahmud,FM Rabbi
Shafiul Islam,Bangladesh,Shafiul Islam,Shafiul Islam Shuhas,S Islam,SI Shuhas
Abul Hasan,Bangladesh,Abul Hasan,Abul Hasan,A Hasan,Abul Hasan
Aftab Ahmed,Bangladesh,Aftab Ahmed,Aftab Ahmed Chowdhury,A Ahmed,AA Chowdhury
Jubair Hossain,Bangladesh,Jubair Hossain,Jubair Hossain,J Hossain,Jubair Hossain
Mrittunjoy Chowdhury,Bangladesh,Mrittunjoy Chowdhury,Mrittunjoy Chowdhury,M Chowdhury,Mrittunjoy Chowdhury
Mohammad Sharif,Bangladesh,Mohammad Sharif,Mohammad Sharif,M Sharif,Mohammad Sharif
Mohammad Mithun,Bangladesh,Mohammad Mithun,Mohammad Mithun,M Mithun,Mohammad Mithun
Subashis Roy,Bangladesh,Subashis Roy,Subashis Roy,S Roy,Subashis Roy
Javed Omar,Bangladesh,Javed Omar,Mohammad Javed Omar Belim,J Omar,MJO Belim
Mosaddek Hossain,Bangladesh,Mosaddek Hossain,Mosaddek Hossain Saikat,M Hossain,MH Saikat
Junaid Siddique,Bangladesh,Junaid Siddique,Mohammad Junaid Siddique,J Siddique,MJ Siddique
Mahbubul Alam,Bangladesh,Mahbubul Alam,Mahbubul Alam,M Alam,Mahbubul Alam
Tanzim Hasan Sakib,Bangladesh,Tanzim Hasan Sakib,Tanzim Hasan Sakib,T Hasan,TH Sakib
Tanzid Hasan,Bangladesh,Tanzid Hasan,Tanzid Hasan Tamim,T Hasan,TH Tamim
Shoriful Islam,Bangladesh,Shoriful Islam,Mohammad Shoriful Islam,S Islam,MS Islam
Nurul Hasan,Bangladesh,Nurul Hasan,Quazi Nurul Hasan Sohan,N Hasan,QNH Sohan
Abu Hider,Bangladesh,Abu Hider,Abu Hider Rony,A Hider,AH Rony
Habibul Bashar,Bangladesh,Habibul Bashar,Qazi Habibul Bashar,H Bashar,QH Bashar
Khaled Mashud,Bangladesh,Khaled Mashud,"Khaled Mashud, popularly known as Khaled Mashud Pilot",K Mashud,KMpkaKM Pilot
Mahmudullah,Bangladesh,Mahmudullah,Mohammad Mahmudullah,Mahmudullah,Mohammad Mahmudullah
Nazimuddin,Bangladesh,Nazimuddin,Mohammed Nazimuddin Ahmed,Nazimuddin,MN Ahmed
Rony Talukdar,Bangladesh,Rony Talukdar,Rony Talukdar,R Talukdar,Rony Talukdar
Faisal Hossain,Bangladesh,Faisal Hossain,Faisal Hossain,F Hossain,Faisal Hossain
Zakir Hasan,Bangladesh,Zakir Hasan,Zakir Hasan,Z Hasan,Zakir Hasan
Shahriar Nafees,Bangladesh,Shahriar Nafees,Shahriar Nafees Ahmed,S Nafees,SN Ahmed
Dolar Mahmud,Bangladesh,Dolar Mahmud,Mohammed Dolar Mahmud,D Mahmud,MD Mahmud
Ziaur Rahman,Bangladesh,Ziaur Rahman,Mohammad Ziaur Rahman,Z Rahman,MZ Rahman
Manjural Islam,Bangladesh,Manjural Islam,Manjural Islam Rana,M Islam,MI Rana
Aminul Islam,Bangladesh,Aminul Islam,Mohammad Aminul Islam,A Islam,MA Islam
Nasum Ahmed,Bangladesh,Nasum Ahmed,Nasum Ahmed,N Ahmed,Nasum Ahmed
Naeem Islam,Bangladesh,Naeem Islam,Mohammad Naeem Islam,N Islam,MN Islam
Nasir Hossain,Bangladesh,Nasir Hossain,Nasir Hossain,N Hossain,Nasir Hossain
Elias Sunny,Bangladesh,Elias Sunny,Mohammad Elias Sunny,E Sunny,ME Sunny
Shamim Hossain,Bangladesh,Shamim Hossain,Shamim Hossain Patwari,S Hossain,SH Patwari
Shohidul Islam,Bangladesh,Shohidul Islam,Shohidul Islam,S Islam,Shohidul Islam
Mahmudul Hasan Joy,Bangladesh,Mahmudul Hasan Joy,Mahmudul Hasan Joy,M Hasan,MH Joy
Tareq Aziz,Bangladesh,Tareq Aziz,Tareq Aziz,T Aziz,Tareq Aziz
Akram Khan,Bangladesh,Akram Khan,Mohammad Akram Hussain Khan,A Khan,MAH Khan
Mominul Haque,Bangladesh,Mominul Haque,Mominul Haque,M Haque,Mominul Haque
Emran Shahbakhsh,Iran,Emran Shahbakhsh,0,E Shahbakhsh,0
Nader Zahadiafzal,Iran,Nader Zahadiafzal,The Iran national cricket team,N Zahadiafzal,TInc team
Mehran Siasar,Iran,Mehran Siasar,0,M Siasar,0
Masood Jayezeh,Iran,Masood Jayezeh,0,M Jayezeh,0
Yousef Shadzehisarjou,Iran,Yousef Shadzehisarjou,0,Y Shadzehisarjou,0
Ali Mohammadipour,Iran,Ali Mohammadipour,0,A Mohammadipour,0
Navid Balouch,Iran,Navid Balouch,0,N Balouch,0
Arshad Mazarzei,Iran,Arshad Mazarzei,0,A Mazarzei,0
Naiem Bameri,Iran,Naiem Bameri,0,N Bameri,0
Navid Abdollahpour,Iran,Navid Abdollahpour,0,N Abdollahpour,0
Rehman Abdul,Italy,Rehman Abdul,Rehman Abdul,R Abdul,Rehman Abdul
D Samarawickrama,Italy,Dinuka Samarawickrama,0,D Samarawickrama,0
Anmoldeep Singh,Italy,Anmoldeep Singh,0,A Singh,0
Manpreet Singh,Italy,Manpreet Singh,Manpreet Singh,M Singh,Manpreet Singh
K Peddrick,Italy,Kumudu Peddrick,0,K Peddrick,0
G Batagoda,Italy,Gayathri Batagoda,0,G Batagoda,0
NL Smith,Italy,Nikolai Smith,Nikolai Leonard Smith,N Smith,NL Smith
C Mahamalage,Italy,Chathurika Mahamalage,This is a list of Italy women Twenty20 International cricketers. A Women's Twenty20 International,C Mahamalage,TialoIwTIcAWT International
Waleed Rana,Italy,Waleed Rana,0,W Rana,0
Fida Hussain,Italy,Fida Hussain,Fida Hussain,F Hussain,Fida Hussain
M Campopiano,Italy,Marcus Campopiano,0,M Campopiano,0
Anik Ahmed,Italy,Anik Ahmed,0,A Ahmed,0
Syed Naqvi,Italy,Syed Naqvi,0,S Naqvi,0
S Arachchige,Italy,Shameera Arachchige,Shameera Arachchige,S Arachchige,Shameera Arachchige
Rakibul Hasan,Italy,Rakibul Hasan,Rakibul Hasan,R Hasan,Rakibul Hasan
D Nanayakkara,Italy,Dilaisha Nanayakkara,This is a list of Italy women Twenty20 International cricketers. A Women's Twenty20 International,D Nanayakkara,TialoIwTIcAWT International
A Denuwan,Italy,Achintha Denuwan,0,A Denuwan,0
J Grassi,Italy,Jamie Grassi,Jamie Brian Grassi,J Grassi,JB Grassi
Charanjeet Singh,Italy,Charanjeet Singh,Charanjeet Singh,C Singh,Charanjeet Singh
P Sadev,Italy,Pathirage Sadev,0,P Sadev,0
WL Madsen,Italy,Wayne Madsen,Wayne Lee Madsen,W Madsen,WL Madsen
BAD Manenti,Italy,Ben Manenti,Benjamin Andrew Davey Manenti,B Manenti,BAD Manenti
Baljit Singh,Italy,Baljit Singh,Baljit Singh,B Singh,Baljit Singh
Jaspreet Singh,Italy,Jaspreet Singh,Jaspreet Singh,J Singh,Jaspreet Singh
P Fernando,Italy,Pidusha Fernando,0,P Fernando,0
S Toffoletto,Italy,Sonia Toffoletto,This is a list of Italy women Twenty20 International cricketers. A Women's Twenty20 International,S Toffoletto,TialoIwTIcAWT International
Amir Sharif,Italy,Amir Sharif,0,A Sharif,0
S Malwatta,Italy,Sadalee Malwatta,0,S Malwatta,0
BBJL Perera,Italy,Joy Perera,Bentota Baduge Joy Lenin Perera,J Perera,BBJL Perera
GK Berg,Italy,Gareth Berg,Gareth Kyle Berg,G Berg,GK Berg
M Rathnayake,Italy,Methnara Rathnayake,0,M Rathnayake,0
JW Dernbach,Italy,Jade Dernbach,Jade Winston Dernbach,J Dernbach,JW Dernbach
Anam Mollik,Italy,Anam Mollik,Anam Mollik,A Mollik,Anam Mollik
Simranjit Singh,Italy,Simranjit Singh,Simranjit Singh,S Singh,Simranjit Singh
J Mosca,Italy,Justin Mosca,0,J Mosca,0
Bashar Khan,Italy,Bashar Khan,0,B Khan,0
Gurpreet Singh,Italy,Gurpreet Singh,0,G Singh,0
S Kanankege,Italy,Sewmini Kanankege,0,S Kanankege,0
Ali Hasan,Italy,Ali Hasan,"Hassan or Hasan is an Arabic, Irish, Scottish, or Jewish",A Hasan,HoHiaAISo Jewish
G Stewart,Italy,Grant Stewart,Grant Stewart,G Stewart,Grant Stewart
Ahsan ul Haq,Kuwait,Ahsan ul Haq,0,A ul,0
A Makesh,Kuwait,Arjun Makesh,0,A Makesh,0
Muhammad Kashif,Kuwait,Muhammad Kashif,Muhammad Kashif,M Kashif,Muhammad Kashif
Mofida Kocchargi,Kuwait,Mofida Kocchargi,0,M Kocchargi,0
Madeeha Zuberi,Kuwait,Madeeha Zuberi,0,M Zuberi,0
